Unnamed: 0,Date,User,Tweet,Emotion
1805,2019-04-22 07:31:53+00:00,HaryanaJanmat,priyanka gandhi vadra on being asked if she will be contesting from varanasi if congress president asks me to contest i will be happy to contest loksabhaelections,pos
1806,2019-04-22 07:29:25+00:00,Afternoon_Voice,"delhi  former bjp mp from hamirpur suresh chandel joined congress in presence of party president rahul gandhi  ani
isureshchandel incindia bjpindia rahulgandhi loksabhaelections elections indianelections voteforchange vote indiaelects  congress bjp",pos
1807,2019-04-22 07:27:57+00:00,orientalsabers,"rahulgandhi  what happened  why are you silent today you tried to fool people with lie  throw up kiddo rahul
people understand very well and are more knowledgeable then you
indiabolenamophirse bharatbolenamonamo loksabhaelections 
rafaledeal",neg
1808,2019-04-22 07:27:56+00:00,Sindhleak,loksabhaelections  former bjp mp from hamirpur suresh chandel joined congress in presence of party president rahulgandhi,pos
1809,2019-04-22 07:27:41+00:00,utkarsh_aanand,chowkidar chor hai jibe rahulgandhi hasnt apologised but only expressed regret his affidavit doesnt use the word apology even once regret is used just one time in brackets rahul has also hit out at modi amp other bjp leaders for using rafale verdict,neg
1810,2019-04-22 07:27:28+00:00,JioNews,rahulgandhi expresses regret over his chowkidarchorhain remark in his affidavit to the supremecourt gandhi said that his attribution came in the heat of the moment,neg
1811,2019-04-22 07:26:10+00:00,ashwani_dube,"big relief for sri rahulgandhi amp incindia 

amethi returning officer declares congress president rahul gandhis nomination valid

loksabhaelections",pos
1812,2019-04-22 07:25:31+00:00,amit_cp,rahulgandhi wants narendramodi to win this election we proud of you rahul thank you rgwithbjp indiabolenamophirse rahulgandhi,pos
1813,2019-04-22 07:24:29+00:00,breakingboom1,big relief for rahul gandhi as electioncommision accepts his nomination from amethi a complaint was filed claiming he has dual citizenship loksabhaelections amethi congress,pos
1814,2019-04-22 07:23:55+00:00,vssanakan,rahulgandhi is valid in amethi returning officer accepts nomination papers of rahul by setting aside complaints,pos
1815,2019-04-22 07:21:13+00:00,outburstindia,bhupendrachaube rahulgandhi narendramodi now opposition parties will file contempt petitions against bjp leaders who have said that pragya thakur has been acquitted by court bjp leaders have also used courts to claim acquittal clean chit,neg
1816,2019-04-22 07:20:14+00:00,vishwasastry,"rahulgandhi 
rahul joins elite club of self attested liers he is now a certified lier as interpreted from admission of lies by him before supreme court
in rafale jibes",pos
1817,2019-04-22 07:19:19+00:00,JacquelineDsou4,"rahulgandhi 
in yr speeches hence forth  clarify to the public that you hv admitted that sc did not say chowkidarchorhai  that was the apology

but you continue to believe that chowkidarchorhai

do this before bjp twists the issue to their adv 
incindia",neg
1818,2019-04-22 07:17:38+00:00,awanishvidyarth,loksabhaelections  amethi returning officer declares congress president rahul gandhis nomination valid,pos
1819,2019-04-22 07:16:11+00:00,rajeshkshitij,"rahulgandhi  amethi returning officer declares congress president rahul gandhis nomination valid
electionswithnews 
newsmp 
newscg 
uttarpradesh 
congress",pos
1820,2019-04-22 07:14:43+00:00,indiatvnews,"loksabhaelections  electionswithindiatv
amethi returning officer declares congress president rahul gandhis nomination valid",pos
1821,2019-04-22 07:14:36+00:00,WeForNews,"amethi returning officer declares congress president rahul gandhis nomination valid  
loksabhaelections",pos
1822,2019-04-22 07:13:55+00:00,DeccanChronicle,alert amethi returning officer declares congress president rahul gandhis nomination valid loksabhaelections ani,neg
1823,2019-04-22 07:13:25+00:00,Divya_Bhaskar,"amethi returning officer declares congress president rahul gandhis nomination valid loksabhaelections
source ani",pos
1824,2019-04-22 07:10:13+00:00,harshlapsia,"rahul gandhi has admitted to supreme court that he lied about rafale about modi about everything 

rahulgandhi rafaledeal indiabolenamophirse",neg
1825,2019-04-22 07:08:12+00:00,jogalshailaja,"aradhyekedar devfadnavis congress president rahul gandhi says he regretted that he gave the statementin his reply in supreme court rahul gandhi said my statements were used and misused by the political opponentsn that hegave the statements in the heat of d political campaigning
rahulgandhi",neg
1826,2019-04-22 07:08:06+00:00,jogalshailaja,"congress president rahul gandhi says he regretted that he gave the statementin his reply in supreme court rahul gandhi said my statements were used and misused by the political opponentsn that hegave the statements in the heat of d political campaigning
rahulgandhi",neg
1827,2019-04-22 07:08:06+00:00,amreshsrivastav,"cong chief rahul gandhi files affidavit in sc expressing regret over his remarks related to rafale judgment bjp mp meenakshi lekhi has filed contempt petition
loksabhaelections 
incindia",neg
1828,2019-04-22 07:06:30+00:00,shakeelNBT,"breaking  rahul gandhi s nomination from amethi valid
amethi rahulgandhi",neg
1829,2019-04-22 07:03:55+00:00,srikantrana0000,i am getting  phonecall of bjp electioncampaign which i dont want do something election commission and ban such type of action electioncommission narendramodi rahulgandhi ndtv aajtak reliancejio ecisveep,neg
1830,2019-04-22 07:03:22+00:00,pav_sri,"rahul gandhi admits that he used the word chor in the heat of the moment regrets usage of inappropriate wordin supreme court and tenders unconditional apology
libtards fake fact checkers placard activists busy preparing to defend the indefensible 

rahulgandhi",neg
1831,2019-04-22 07:00:33+00:00,ravirao83,timesofindia thanks to meenakshi lekhi that rahul gandhi has been called out for lying his whole campaign is based on hate insults and lies loksabhaelections rahulgandhi,neg
1832,2019-04-22 06:59:56+00:00,Shimographer,rahul gandhi lied just to win elections just another day in other news sky is blue loksabhaelections,neg
1833,2019-04-22 06:58:44+00:00,Ragstargupta3,"yeh acha hai rahul gandhi ka pehlay chor bol do supreme court ka naam leke phir sorry mujhse galti ho gayi bol do sorry i dont want such an irresponsible pm for my country shame on u rahulgandhi 
bharatbolenamonamo loksabhaelections rahuljhootjumla rahulgandhi",neg
1834,2019-04-22 06:58:11+00:00,SiddharthaRai2,"what rahulgandhi s regret in supremecourt means
 rafale controversy whipped up by rahul was all a lie
 rahul accepts he lied
 that he lied repeatedly 
 demeaned apex court
 misled people for politics

abhijitmajumder 
loksabhaelections",neg
1835,2019-04-22 06:53:56+00:00,SinghPramod2784,facing contempt plea in the supreme court congress president rahul gandhi regrets chor jibe against the prime minister what about his chor remarks in every rally it means rahulgandhi lied,neg
1836,2019-04-22 06:49:32+00:00,SachinKrIndia,massive rahul gandhi admits he lied on rafale tells supreme court it was in the heat of the moment and he regrets it bjpindia congress bjp loksabhaelection,neg
1837,2019-04-22 06:47:05+00:00,vssanakan,"rahul gandhi expresses regret over his comment sc too has agreed chowkidar chor hai amidst election campaign rahul remark was on rafale case congress sources say chowkidar chor hai slogan will continue as rahul has only regretted on taking sc on it
loksabhaelections",neg
1838,2019-04-22 06:40:57+00:00,ShaktiShekhar,the petition which forced rahul gandhi to say sorry before sc was filed by new delhi bjp mp mlekhi bjp hasnt announced candidate for new delhi yet judgment comes at a crucial hour has sc order taught rahulgandhi a bitter lesson,neg
1839,2019-04-22 06:38:59+00:00,breakingboom1,"congress president rahul gandhi files his response in supreme court in connection with a contempt petition on rafaleregretting his remark the congress president said that the remark was made in the heat of political campaign 

loksabhaelections rafale congress",neg
1840,2019-04-22 06:37:52+00:00,Vikas31798111,rahulgandhi is working hard day and night to ensure comfortable victory of bjp,pos
1841,2019-04-22 06:37:40+00:00,Subir_khanna,"breaking news 
rahul gandhi 
apologize for what he said 
contempt of court 
supremecourt 
so now it is wrong to say direct 
 rahulgandhi",neg
1842,2019-04-22 06:37:08+00:00,ShaktiShekhar,major embarrassment loss of face for rahul gandhi amp jolt to congress in an affidavit submitted to supreme court rahulgandhi expresses regret over his chowkidar chor hai lie admits he made mistake would be interesting to see whether he repeats it in election rallies,neg
1843,2019-04-22 06:35:11+00:00,indiatvnews,"loksabhaelections  electionswithindiatv
rahul gandhi files his response in supreme court in connection with a contempt petition filed by bjp mp meenakshi lekhi over his statement on rafale verdict sc to hear the matter tomorrow",neg
1844,2019-04-22 06:33:56+00:00,_umakantsingh,namo already sensed defeatso telling i am not just incumbent pmi am challengerjust one month of total social media campaigns by me changed all now he to prepare for  with rahul gandhibharatbolenamonamo prannoyroyndtv loksabhaelections madras hc srilankaattacks,neg
1845,2019-04-22 06:33:06+00:00,indialegalmedia,apexcourt last week on  sought rahul gandhi response over the alleged public statement which he had made during politicalcampaign in which he appeared to say that the top court made it clear in the rafales case that chowkidar has committed a theft bjp modi,neg
1846,2019-04-22 06:32:08+00:00,utkarsh_aanand,chowkidar chor hai jibe rahulgandhi expresses regret accepts supremecourt never used these words amp that he said in hear of moment amp political campaigning rahul also undertakes not to do it in future  newscourtroom,neg
1847,2019-04-22 06:27:22+00:00,gaur_anubhuti,"congress president rahul gandhi files his response in relation to the contempt charges against him by meenakshi lekhi says he regrets his remarks and that they were made in the heat of political campaign
loksabhaelections",neg
1848,2019-04-22 06:24:43+00:00,raydeep,"rahulgandhi regrets his statement on chowkidaarchorhai relating to rafale hearing in sc says he said it in the heat of election campaign
rahul gandhi files affidavit in sc",neg
1849,2019-04-22 06:18:32+00:00,ThiruYadav6,"renukajain rahulgandhi narendramodi this is the problem with bjpindia as they are unable to expose like incindia is doing rrandirona which is not correct the inc is number one to do randirona
 example rafael",neg
1850,2019-04-22 06:14:39+00:00,inventvenkat22,"no for rahul 
no for modi
lets make dhoni as pm of india 
dhoniforpm 
politics bjp congress",neg
1851,2019-04-22 05:48:45+00:00,_umakantsingh,it so that rahul gandhi whatever connect was he lostmade modi to sayi am not incumbentstill challengermeans modi lost electionsjust  month of my total campaigns with twittercarried by leaders on ground jaya prada loksabhaelections sensex nifty shekhargupta,neg
1852,2019-04-22 05:16:53+00:00,imdev_patel,"today is an exciting day sorry confusing day for rahulgandhi 
am i rahul or am i raul 
hopefully ec will help him decide 

rahulcitizenshipcontroversy",neg
1853,2019-04-22 05:12:56+00:00,JKV71,bjp rahulgandhi it appears bjps subramanian swamys friend is questioning rahul gandhis candidature in amethii fear now sympathy wave will move towards congressamp rahul gandhiwhose both father amp grandparents dedicated and sacrificed for india,neg
1854,2019-04-22 05:01:24+00:00,RatanSinghIYC,"gautams officialurmila yesjan the same remark was given in when sonaigandhiji starting her rally against bjp and world knows the result

rahulgandhi
priyankagandhi allavaru
harpalsinhiyc surajthakurinc ganeshmpyc harguninc
karansinghiyc charkopmpyc umeshbhatia anandraivats mumbaipyc",neg
1855,2019-04-22 04:15:30+00:00,NishiBhardwaj8,there is a great dilemma in congress as priyanka gandhi is emerging a tall leaderif she looses to pm then she is a martyr and if she wins becomes a top national leader over nightthis a lurking fear for rahulbjpnamo,neg
1856,2019-04-22 03:27:01+00:00,sttalkindia,"conparty is filled with thugs amp cowards

in family tradition rahulgandhi ran to wayanad

even indira gandhi ran to chikmagalur in  after being routed in 

priyankagandhi in varanasi will be a nail in the coffin of incindialive

predictionthugs merely threaten",neg
1857,2019-04-22 03:05:13+00:00,ddnews_jammu,senior bjp leader pm narendra modi to address public meetings for remaining phases of loksabhaelections at dindori nandurbar in maharashtra amp at udaipur jodhpur in rajasthan today rahul gandhi to address rallies at amethi raebareli in uttar pradesh today,pos
1858,2019-04-22 02:51:55+00:00,gowri_gowd,"inceranurag kavitasharma rahulgandhi yes the best way to send modi out of power and release india from the clutches of bjp is

vote for congress
vote for congress
vote for congress
vote for congress
vote for congress
vote for congress
vote for congress
vote for congress

incindia 
rahulgandhi 
priyankagandhi",neg
1859,2019-04-22 02:41:54+00:00,airnewsalerts,senior bjp leader pm narendra modi to address public meetings for remaining phases of loksabhaelections at dindori nandurbar in maharashtra amp at udaipur jodhpur in rajasthan today rahul gandhi to address rallies at amethi raebareli in uttar pradesh today pollswithair,pos
1860,2019-04-22 01:37:27+00:00,NishiBhardwaj8,there is a very famous saying that rats desert the sinking ship perhaps this proverb   is being rewritten in the case of congress and rahul gandhi what a poetic justice of nature bjpnamo,pos
1861,2019-04-22 01:37:08+00:00,NishiBhardwaj8,we can see the ambitions of priyanka gandhi that shes challenging rahul to contest against pm one day she may take over the party being dynastic not by virtue and rahul may even be ignored by his coterie of sycophants bjpnamo,neg
1862,2019-04-21 23:18:28+00:00,reacher3600,breaking wayanad bjp candidate thusharvellappally writes to ec to review pappu pagers nomination amp reject it  as his passport is not indian,neg
1863,2019-04-21 22:38:09+00:00,pdquote,it pains less when bjp hits with lies on gandhifamily n rahulgandhi ji bt it hurts when incindia workers n leaders look giving upu must defend ur leaders in order to reinstate faith among masseslisten again n again what priyankagandhi said abt rahulji n  take ur line,neg
1864,2019-04-21 19:30:37+00:00,RumanSpeaks,it was match between rahul and modi rcbvcsk electionswithtimes bjp congress,pos
1865,2019-04-21 18:55:34+00:00,ShoubhikD,incindia congress is useless and will do nothing if come to power but right now its better to do nothing than supporting bjp narendramodi as they are in the beach of destroying true meaning of democracy and communal harmony rahulgandhi rahulgandhi,neg
1866,2019-04-21 17:34:43+00:00,SumanJyoty,first time i voted in my life because i dont trust in congress and bjp at  i doubt at modi but this  election i gave vote to narendramodi because i think he is better than rahulgandhi,pos
1867,2019-04-21 17:07:44+00:00,sandeeppramanik,"indiaonlinepoll narendramodi rahulgandhi republic pmoindia ndtvindia aamaadmiparty zeenewshindi aajtak to even feature in this poll is an achievement for rahul gandhi
bjp all the way",neg
1868,2019-04-21 16:59:05+00:00,vandit25,"actual issues on elections 
 bengal poll violence
 rahul gandhi dual citizenship
 voter list modification in areas like bangalore

issues for liberals
 ticket to pragya sadhvi
 gd bakshi on vistara
 hindu terror 
loksabhaelections",neg
1869,2019-04-21 14:56:36+00:00,ghosh1s,rahul is fighting for himself to hide past corruption for defence deal there is no where anything for india he knows this election is end game for him and congress modi will do much more indiabolenamophirse india loksabhaelections,pos
1870,2019-04-21 14:47:38+00:00,TMADAN_INC,wayanad is not only selecting member of parliament people of wayanad has the opportunity and priority to select our prime minister of india shri rahulgandhi  voteforcongress voteforrahulgandhi loksabhaelections rgwayanadoffice,pos
1871,2019-04-21 14:01:03+00:00,asarpotar,"crazymadddy narendramodi bhavikakapoor  voting for modi assured of investing in kashmir you vote for pappu make kashmir an independent country amp having loot inc ceo  gandhi family
loksabhaelections",pos
1872,2019-04-21 14:00:28+00:00,EWIG360,priyanka gandhi may contest loksabhaelections  from varanasi seat against pmmodi,neg
1873,2019-04-21 12:48:56+00:00,nishmeetg,"there are two types of people those who like modi or those who hate modi matlab rahul gandhi ka to scene he nahi hai

bjp bharatmangemodidobara",neg
1874,2019-04-21 12:39:53+00:00,AhmedSh62406580,jhasanjay apparently rahul gandhi seems to have good relations with neighbours but couldnt be that benficial as modi the level of humiliation bjp bought for india internationally nobody else could do that impatiece next level corrption new benchmarks of telling lies to ppl etc,neg
1875,2019-04-21 12:33:32+00:00,RPositive_1,"incindia if rahul gandhi shows the demo of a gold making machine from the potatoes then vote for rahul gandhi 

nota
abkibaarkiskisarkar 
loksabha
election
rahulgandhi",neg
1876,2019-04-21 12:32:35+00:00,RPositive_1,"rahulgandhi if rahul gandhi shows the demo of a gold making machine from the potatoes then vote for rahul gandhi 

nota
abkibaarkiskisarkar 
loksabha
election
rahulgandhi
modi",neg
1877,2019-04-21 12:29:49+00:00,RPositive_1,"narendramodi if rahul gandhi shows the demo of a gold making machine from the potatoes then vote for rahul gandhi 

nota
abkibaarkiskisarkar 
loksabha
election
rahulgandhi",neg
1878,2019-04-21 11:47:44+00:00,CSMSivaMani,"two two rahul vinci and gandhi
rahulgandhi
name fake 
caste fake 
religion fake 
education fake 
nationality fake 
ecisveep swamy 
loksabhaelections",neg
1879,2019-04-21 10:27:24+00:00,_ItsCharan,ani read above tweet as priyanka gandhi vadra on being asked if she will be contesting from varanasi if my mother and brother asks me to contest i will be happy to contest loksabhaelections,neg
1880,2019-04-21 10:23:37+00:00,patelajit,"priyanka gandhi vadra on being asked if she will be contesting from varanasi if congress president asks me to contest i will be happy to contest loksabhaelections
priyanka gandhi fan club
inc",pos
1881,2019-04-21 10:19:21+00:00,sharathbabugr,ani priyanka gandhi vadra on being asked if she will be contesting from varanasi if my brother and mother asks me to contest i will be happy to contest loksabhaelections,pos
1882,2019-04-21 10:19:17+00:00,lalitgupta942,agree that bjpindia and narendramodi havent delivered on all the poll promises maybe modi isnt best for india but then i look at rahulgandhi and im like oh boy i am happy to deal with not so great govt than to choose an absolute nonsense loksabhaelections,neg
1883,2019-04-21 09:58:08+00:00,pdevendra,the way rajthackeray has been giving detail presentation about bjp its high time rahulgandhi take him to all his rallies he will be more effective than anyone vedio dakhao re,pos
1884,2019-04-21 09:57:17+00:00,RahulgandhiSfan,kunalkamra cant rt as i never voted for chor chowkidar modi jumla master amp i will never do so only rahulgandhi ji i will vote for incindia help our nation to be better voteforcongress voteforindia abhoganyay rahulgandhitohindustan rahulgandhi congresshaina no more modi,neg
1885,2019-04-21 09:34:29+00:00,RahulgandhiSfan,rahulgandhi only rahul gandhi we want rahul ji as our prime minister in  no one else stop spreading misinformation like rgwithbjp blatant lies of bhakts amp bjp it cell rahulgandhi chowkidarokascam chowkidarchorhai nyayeveryone rahulgandhitohindustan rahulgandhiwayanad,neg
1886,2019-04-21 08:35:36+00:00,pradipPATEL1212,rahul gandhi says that he will give  rs to me if he wins i say that you give it now i will give it back if you dont win election he should trust me otherwise why should i trust him narendramodi indianelections bjp modiagain rgwithbjp votenyayvotecongress,neg
1887,2019-04-21 08:22:36+00:00,HobbyTweeter,kapilsibal rahulgandhis problem is connecting to the people of our country  our country has moved beyond gandhi dynasty and wants new leadership in your party  if congress party wants to be formidable force in  they need to give party reins to new leader who can match modi,pos
1888,2019-04-21 08:22:18+00:00,HobbyTweeter,jhasanjay rahulgandhis problem is connecting to the people of our country  our country has moved beyond gandhi dynasty and wants new leadership in your party  if congress party wants to be formidable force in  they need to give party reins to new leader who can match modi,pos
1889,2019-04-21 08:19:43+00:00,MUSTAFA_LUSTRE,rahulgandhi sirji rahulgandhi whom ur teaching ideology of rss bjp rssorg bjplive all through their existense of past  yrs is that of hate divisivepolitics as their idiolog were nathuram gowalkar preachers of facist hitler where as u amp incindia had alwasy been gandhian ndtv,pos
1890,2019-04-21 08:01:39+00:00,NareshBhalla,"sanjayazadsln aapmaharashtra by giving her ticket bjp just want to keep communal pot boiling amp divert ppl attention on communal debate which will polarize hindu votes amp benefit bjp
not to fall prey to it rather bring back focus on rafalescam n jumlas of modi arvindkejriwal rahulgandhi",neg
1891,2019-04-21 07:31:56+00:00,kashmir_my_land,"dnt tlk abt rising unemployment n te country dnt tlk abt te opresions hapning on minorities 
dnt tlk abut hnger idex dnt tlk abt gdp grwth dnt tlk abt ntebndi 
dnt tlk abt rafael deal amp dnt tlk abt blody yrs f bjp
otrwse ull b antimdi antinatinl rahulgandhi tennismeenal",pos
1892,2019-04-21 07:27:14+00:00,DhirendraMeht11,rahulgandhi dont tell the deficiency of bjp to public tell the achievement of congress to public rahulgandhi priyankagandhi incindialive,neg
1893,2019-04-21 06:40:52+00:00,airnewsalerts,rajasthan campaigning for loksabhaelections gains momentum pm modi to address two rallies at chittorgarh barmer today rahul gandhi scheduled to address public meeting at beneswar dham in banswara district on rd april pollswithair,pos
1894,2019-04-21 06:39:49+00:00,iamkpsrathore,delhichatter incindia you guys dont take in account the interest rahul sir is compounding the interest too the compounded rate can be asked from rahulgandhi through rti rahulgandhi,neg
1895,2019-04-21 06:38:12+00:00,manish_89,rahulgandhi thanks for your unconditional support to bjp  aayegatomodihi,pos
1896,2019-04-21 06:36:02+00:00,luckyv840,"what you think who is our next pm
narendra modi or rahul gandhi
bjp bjpindia 
swetasinghat
sambitswaraj sweta
karunashukla
khushboolalwani
incindia
sahabnawab
vaishalidesai rebornshalya
aastha supriyarajput loksabhaelections modiagainsaysindia",neg
1897,2019-04-21 06:33:14+00:00,Jaydeep_Bapat,"happymanhari sadhavi rahulgandhi yes youre right my info was wrong congress is having more clients 
im not a bhakt or bjp but im totally against congress who is headed by pappu just because hes gandhi 
ive experienced misrule of incindia and their slave mentality towards one family",neg
1898,2019-04-21 06:28:41+00:00,justin23448669,"timesofindia are you sure you are not talking about narendramodi because i havent seen rahulgandhi doing anything such on the other hand modi ji always does that and we all know that
indiawantsmodiagain loksabhaelections",neg
1899,2019-04-21 06:11:58+00:00,KhoranaR,loksabhaelections comparison of rahul and sonia on bail with allegedly involved pragyathakur in  terrorrist attack is totally misplaced how can fadnavis  of bjp defend and add salt on wounds,neg
1900,2019-04-21 06:04:09+00:00,madhutalksalot,republic what crap u guys say anything about rahul but take offence at any small jibe about modi democracy hai yeh bhaiyawe all have the right to a voice rahulgandhi loksabhaelections chowkidarchorhai nomonamo,neg
1901,2019-04-21 05:28:43+00:00,ajayiyer15,"all the mp amp mla candidates who are indians have been denied tickets or had to spend money  

rahul gandhi who had become mp by taking benefits of indians then this is wrong 

rahul gandhi a british citizen 

i want this justice for my indian mp amp mla

rahulgandhi",neg
1902,2019-04-21 05:21:35+00:00,ajayiyer15,"all the devotees who have donated to temple amp this money has been used as taxes by govt

if this has funded rahul gandhi salary or benefits this is wrong 

rahul gandhi a british citizen 

i want this money spent be returned back to govt amp my tax reduced

rahulgandhi",neg
1903,2019-04-21 05:18:18+00:00,ajayiyer15,"all the tax payers who have paid to govt which is indirectly or directly 

if this has funded rahul gandhi salary or benefits this is wrong 

rahul gandhi a british citizen 

i want this money spent be returned back to govt amp my tax reduced

rahulgandhi",neg
1904,2019-04-21 05:10:34+00:00,Manbir13301225,will the bjp get  seats in the upcoming lok sabha electionsnarendramodi rahulgandhi loksabhaelections,pos
1905,2019-04-21 05:07:33+00:00,Arindam88240264,rahul has the potential to b a pmseems to b a good personbut his time has not come yet thoughright person in the wrong partyrahulgandhi rahulgandhi,neg
1906,2019-04-21 04:59:46+00:00,ChowkidarPawar1,"jhasanjay rahul doesnt know his present name he is struggling to figure out whether its rahulgandhi or raulvinci

forget about pappus future first help him correct his past

after  miserable years for khongreshhi now look forward for ",neg
1907,2019-04-21 04:52:23+00:00,prajwalrai88,"in india rahul gandhi stole gandhis namein france leonardo da vinci name he is perfect conman who doesnt know  whats con and roams openly

congress bjp elections",pos
1908,2019-04-21 04:19:26+00:00,vinsinners,the facts from the movie tashkentfiles incl that last frame that shows the corrupt incindia leadership ie indira gandhi and how she sold the country to outsiders what an absolute shame disgusted congressmuktbharat loksabhaelections mahimashastri vivekagnihotri,neg
1909,2019-04-21 03:49:11+00:00,KeynesAdmirerIN,"will rahul gandhi win in the  loksabha elections
loksabhaelections 
indiaelections 
rahulgandhi 
raulvinci congress",pos
1910,2019-04-21 03:09:22+00:00,raniharipriya,why is only bjp targeted when they abuse or call names what about upa sonia and rahul calling running pm chor electioncommissionofindia election loksabhaelections,neg
1911,2019-04-21 02:48:36+00:00,PathakMedia,"rahulgandhi yes we pay respect late karkare ji as a martyr
but
also hate  his heinous work of brutally torturing sadhvipragya who was not even allow holy dip by bjp during kumbh
   
     
 
pathakmedia  bjpmp",neg
1912,2019-04-21 02:02:20+00:00,Abhi52658937,indian politics now divided into hindu and muslim war  worst politics ever in india rahulgandhi rahul gandhi narendramodi ,neg
1913,2019-04-20 18:19:49+00:00,muditkhetan,"sadhavi incindia rahulgandhi priyankagandhi its not incindia or hindus who have maligned the tripund and tilak and trishul
the rssbjp lumen goons have normalized the public vandalism by using these symbols of hinduism as that of hindutva
the bhaktas of modi and you have brought defame to these",neg
1914,2019-04-20 18:02:41+00:00,anuhokya,"newsdotcom rahulgandhi it difnitely will add petrol and then the whole economy will burn 

saveindiafromrahul 
loksabhaelections 
battleof 
nyayforindia 
bjp",neg
1915,2019-04-20 17:47:30+00:00,GhanendraB,rajabrarinc rahulgandhi raja bhai congratulations am sure that you will destroyed the dynisty politics of badal family in bhatinda loksabhaelections,pos
1916,2019-04-20 17:35:37+00:00,VinayDokania,rajabrarinc rahulgandhi congratulations rajabrarinc sir my best wishes to u and i am sure u will be victorious in the loksabhaelections,pos
1917,2019-04-20 17:33:14+00:00,mads_aries,"erwanimaroof inc the party inc should reward you for your  loyalty and dedication and your goodness ghulamnazad rahulgandhi loksabhaelections
anantnag kashmiri",pos
1918,2019-04-20 16:39:17+00:00,_umakantsingh,shekhargupta prannoyroyndtv good that mass of voters have left modi jumlatrap only  per cent of modi supporters thereeven if further  per cent get backit never to be win for either modi or rahul by arithmetic alsoindiawantsmodiagain dcvkxip rrvmi starmoviespopuptheatre loksabhaelections,neg
1919,2019-04-20 16:36:57+00:00,PiyushDayalSri2,if the congress wants to come to power they  should depict a prime minister who personifies maturity integrity analyze situation amp take responsible decision more over shoulder the burden of country rahulgandhi elections modi  rahul gandhi the mystery remains,neg
1920,2019-04-20 15:55:48+00:00,freewelfare1,"can anyone explain how rahul gandhi thinks he can replace the lion of india narendra modi
from where rahul gandhi will bring  billion usd to distribute among the unemployed people even he doest know
bjp 
congress 
amitshah 
narendramodi 
rahulgandhi 
priyankagandhi",neg
1921,2019-04-20 15:00:44+00:00,Aknmrao,"jhasanjay narendramodi ashokchavaninc milinddeora rahulgandhi incindia modi and bjp must be apology to the nation by insult brave martyr hemanthkarkare
defeat sadvipragyatakurbjpmodisha 
savenation",neg
1922,2019-04-20 14:54:43+00:00,JINENDRADK,we all know double income of farmers is another jumla of bjpindia but desh ko accha neta jaruri aur narendramodiin hamari mazboori hai rahulgandhi failed to protest for farmers agri msp amp sugarcane frp hence we need caste vote for bjp sardarvm ramanmann,neg
1923,2019-04-20 14:48:44+00:00,siddiqmustafa11,addition to the drainage system of bjp party ec cancel the nomination of sadhvi terrorist bjpindia incuttarpradesh rahulgandhi narendramodi,neg
1924,2019-04-20 14:48:02+00:00,BernardDmello,vinayakvbhatta tvmohandaspai rahulgandhi narendramodi idiot  one with less understanding pragya a terror accused was jailed by the indian courts pragya demeaned hemant karkare a soldier of my country and bjp support pragya shame on tadipar and narendra hemantkarkare bjpinsultsmartyr indiawantsmodiagain only shit shefvaidya,neg
1925,2019-04-20 14:29:40+00:00,Ishivanagendra,"swamy pgurus oh thats why rg amp congress opposing nrc cause if rahulgandhi turns out to be british citizen raulvinci then he will be asked to leave the country

secondly salute to lawyer of rahul gandhi who help to file his nomination amp attached his education certificates",neg
1926,2019-04-20 14:22:35+00:00,satishjha,"mahatma gandhi used to think of last person in the society before taking any decision our modiji thinks of ambanis and adani says navjot singh sidhu at an election meet in porbandar deccanherald 
loksabhaelections",neg
1927,2019-04-20 13:34:21+00:00,Kadamtweet,"rahulgandhi ani bjpindia
incindia narendramodi
its not modi speech that we will ignore
please share your qualification and citizen ship details its national security concern  
and please its not typo error

electionswithtimes 
loksabhaelections",neg
1928,2019-04-20 13:32:14+00:00,Gaurav3459,deathendsfun bdutt if rahul gandhi sonia gandhi kartik c shashi th r convictd for nhc money laundring wife murder n all r said to b hindu will congress field dem lets take a look by dutt loksabhaelections bharatmangemodidobara pragyathakur,neg
1929,2019-04-20 13:01:25+00:00,shagunkant,"ani not many people know that indira gandhi and nargis dutt are first cousins indiras dada motilal nehru is nargis nana

heckofaninformation electiontime trivia 
loksabhaelections 
nehrugandhifamily",pos
1930,2019-04-20 12:14:11+00:00,gmorarka,rahulgandhi nomination rahul vinci or gandhi citizen of india or italy  or britain mphil degree fake or genuine so many questions for a person aspiring to the next primeminister,neg
1931,2019-04-20 12:03:28+00:00,GandhiHai,"royallyfiery rahul gandhi is raul vinci 

such a liar and corrupt man never seen in life who can lie to his own name 

the man who can do corruptions n fraud in his own name then its very clear how deep rahulgandhi must be involved in lies n corruption ",neg
1932,2019-04-20 11:39:40+00:00,Udayindiaonline,bjp asks rahulgandhi to clarify his nationality educational qualifications along with details about properties owned by him,neg
1933,2019-04-20 11:23:19+00:00,NishiBhardwaj8,"rahul gandhi who is the descendent of nehru gandhi family and pms post aspirant must be above all suspicions  not to forget that ceasers wife should be above suspicion 
perhaps he is opposite to it bjp namo",neg
1934,2019-04-20 11:11:11+00:00,jagdishkanwan,"buddhu
rahul is half mind and half indian
indiawantsmodiagain 
loksabhaelections",pos
